Taxonomy,Timepoint,Type,Name,GPM
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,1,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,2,Metatranscriptome,genA,0.994351913
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,3,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,5.5,Metatranscriptome,genA,0.701979456
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,6,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,7,Metatranscriptome,genA,0.455464207
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,8,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,9,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,10,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,11,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,12,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,12.5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,13,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,13.5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,1,Metatranscriptome,genA,1.223689484
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,2,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,3,Metatranscriptome,genA,0.648254074
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,5.5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,6,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,7,Metatranscriptome,genA,0.349060505
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,8,Metatranscriptome,genA,1.35418243
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,9,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,10,Metatranscriptome,genA,0.831472905
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,11,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,12,Metatranscriptome,genA,0.277245586
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,12.5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,13,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,13.5,Metatranscriptome,genA,0.822966658
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,1,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,2,Metatranscriptome,genA,0.354424516
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,3,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,5.5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,6,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,7,Metatranscriptome,genA,1.230463835
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,8,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,9,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,10,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,11,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,12,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,12.5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,13,Metatranscriptome,genA,0.270539644
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,13.5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,1,Metatranscriptome,genA,0.337470464
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,2,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,3,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,5.5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,6,Metatranscriptome,genA,0.65639189
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,7,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,8,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,9,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,10,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,11,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,12,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,12.5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,13,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae,13.5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,1,Metatranscriptome,genA,0.353614884
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,2,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,3,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,5.5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,6,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,7,Metatranscriptome,genA,0.195268365
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,8,Metatranscriptome,genA,0.340615087
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,9,Metatranscriptome,genA,0.291340137
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,10,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,11,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,12,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,12.5,Metatranscriptome,genA,0
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,13,Metatranscriptome,genA,0.23761299
Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria,13.5,Metatranscriptome,genA,0
Bacteria;Under 2% of Population,1,Metagenome,genA,5.150073732
Bacteria;Under 2% of Population,2,Metagenome,genA,1.617440828
Bacteria;Under 2% of Population,3,Metagenome,genA,0.67564932
Bacteria;Under 2% of Population,4,Metagenome,genA,0.069517161
Bacteria;Under 2% of Population,5,Metagenome,genA,0.478354542
Bacteria;Under 2% of Population,5.5,Metagenome,genA,0.596002536
Bacteria;Under 2% of Population,6,Metagenome,genA,1.420635491
Bacteria;Under 2% of Population,7,Metagenome,genA,1.142618117
Bacteria;Under 2% of Population,9,Metagenome,genA,1.17242058
Bacteria;Under 2% of Population,9.5,Metagenome,genA,3.280749393
Bacteria;Under 2% of Population,10,Metagenome,genA,0.629570535
Bacteria;Under 2% of Population,11,Metagenome,genA,1.21708765
Bacteria;Under 2% of Population,12,Metagenome,genA,0.248913244
Bacteria;Under 2% of Population,12.5,Metagenome,genA,0
Bacteria;Under 2% of Population,13,Metagenome,genA,1.393349112
Bacteria;Under 2% of Population,13.5,Metagenome,genA,1.462888256
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1,Metagenome,genA,26.46193003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,2,Metagenome,genA,39.49649005
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,3,Metagenome,genA,17.2993306
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,4,Metagenome,genA,22.94749016
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5,Metagenome,genA,34.66599847
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5.5,Metagenome,genA,27.50968247
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,6,Metagenome,genA,34.89620879
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,7,Metagenome,genA,28.18515026
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9,Metagenome,genA,29.79637955
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9.5,Metagenome,genA,62.67154813
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,10,Metagenome,genA,28.69243687
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,11,Metagenome,genA,22.18217946
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12,Metagenome,genA,47.56855196
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12.5,Metagenome,genA,20.69256787
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13,Metagenome,genA,28.97699304
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13.5,Metagenome,genA,27.8647924
Bacteria;Under 2% of Population,1,Metagenome,genA,0.301550526
Bacteria;Under 2% of Population,2,Metagenome,genA,0.884722183
Bacteria;Under 2% of Population,3,Metagenome,genA,0.209060945
Bacteria;Under 2% of Population,4,Metagenome,genA,0
Bacteria;Under 2% of Population,5,Metagenome,genA,0.153949998
Bacteria;Under 2% of Population,5.5,Metagenome,genA,0.768552193
Bacteria;Under 2% of Population,6,Metagenome,genA,0
Bacteria;Under 2% of Population,7,Metagenome,genA,0
Bacteria;Under 2% of Population,9,Metagenome,genA,0
Bacteria;Under 2% of Population,9.5,Metagenome,genA,0.650547233
Bacteria;Under 2% of Population,10,Metagenome,genA,0.652177261
Bacteria;Under 2% of Population,11,Metagenome,genA,0.649460333
Bacteria;Under 2% of Population,12,Metagenome,genA,0.227442101
Bacteria;Under 2% of Population,12.5,Metagenome,genA,0.170669177
Bacteria;Under 2% of Population,13,Metagenome,genA,0.200727815
Bacteria;Under 2% of Population,13.5,Metagenome,genA,1.960515343
Bacteria;Under 2% of Population,1,Metagenome,genA,0.768377601
Bacteria;Under 2% of Population,2,Metagenome,genA,0
Bacteria;Under 2% of Population,3,Metagenome,genA,1.056989175
Bacteria;Under 2% of Population,4,Metagenome,genA,0.288291754
Bacteria;Under 2% of Population,5,Metagenome,genA,0.921861777
Bacteria;Under 2% of Population,5.5,Metagenome,genA,0.045255137
Bacteria;Under 2% of Population,6,Metagenome,genA,0
Bacteria;Under 2% of Population,7,Metagenome,genA,0.612557651
Bacteria;Under 2% of Population,9,Metagenome,genA,0.089645178
Bacteria;Under 2% of Population,9.5,Metagenome,genA,0
Bacteria;Under 2% of Population,10,Metagenome,genA,0.090713647
Bacteria;Under 2% of Population,11,Metagenome,genA,0.674407102
Bacteria;Under 2% of Population,12,Metagenome,genA,0
Bacteria;Under 2% of Population,12.5,Metagenome,genA,0
Bacteria;Under 2% of Population,13,Metagenome,genA,1.06636652
Bacteria;Under 2% of Population,13.5,Metagenome,genA,1.024398294
Bacteria;Under 2% of Population,1,Metatranscriptome,hcaD,0.183387311
Bacteria;Under 2% of Population,2,Metatranscriptome,hcaD,0
Bacteria;Under 2% of Population,3,Metatranscriptome,hcaD,0.2388304
Bacteria;Under 2% of Population,5,Metatranscriptome,hcaD,0
Bacteria;Under 2% of Population,5.5,Metatranscriptome,hcaD,0
Bacteria;Under 2% of Population,6,Metatranscriptome,hcaD,0
Bacteria;Under 2% of Population,7,Metatranscriptome,hcaD,0.140389021
Bacteria;Under 2% of Population,8,Metatranscriptome,hcaD,0.537813295
Bacteria;Under 2% of Population,9,Metatranscriptome,hcaD,0
Bacteria;Under 2% of Population,10,Metatranscriptome,hcaD,0.426910026
Bacteria;Under 2% of Population,11,Metatranscriptome,hcaD,0
Bacteria;Under 2% of Population,12,Metatranscriptome,hcaD,0
Bacteria;Under 2% of Population,12.5,Metatranscriptome,hcaD,0.649299187
Bacteria;Under 2% of Population,13,Metatranscriptome,hcaD,0
Bacteria;Under 2% of Population,13.5,Metatranscriptome,hcaD,0.332300472
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1,Metatranscriptome,hcaD,4.703615221
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,2,Metatranscriptome,hcaD,6.493743683
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,3,Metatranscriptome,hcaD,3.551755888
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5,Metatranscriptome,hcaD,22.03778473
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5.5,Metatranscriptome,hcaD,15.71844119
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,6,Metatranscriptome,hcaD,5.833429568
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,7,Metatranscriptome,hcaD,3.538182335
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,8,Metatranscriptome,hcaD,2.721494507
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9,Metatranscriptome,hcaD,4.155842061
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,10,Metatranscriptome,hcaD,8.823547484
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,11,Metatranscriptome,hcaD,5.74622115
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12,Metatranscriptome,hcaD,6.99971744
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12.5,Metatranscriptome,hcaD,5.992784984
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13,Metatranscriptome,hcaD,5.539317646
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13.5,Metatranscriptome,hcaD,3.662043637
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,1,Metagenome,hcaD,9.421252662
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,2,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,3,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,4,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,5,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,5.5,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,6,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,7,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,9,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,9.5,Metagenome,hcaD,15.55979623
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,10,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,11,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,12,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,12.5,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,13,Metagenome,hcaD,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,13.5,Metagenome,hcaD,12.70759432
Bacteria;Under 2% of Population,1,Metagenome,hcaD,0.665756232
Bacteria;Under 2% of Population,2,Metagenome,hcaD,0.454157388
Bacteria;Under 2% of Population,3,Metagenome,hcaD,0.400587241
Bacteria;Under 2% of Population,4,Metagenome,hcaD,0.816826637
Bacteria;Under 2% of Population,5,Metagenome,hcaD,0.082573181
Bacteria;Under 2% of Population,5.5,Metagenome,hcaD,0.474930619
Bacteria;Under 2% of Population,6,Metagenome,hcaD,0.235709854
Bacteria;Under 2% of Population,7,Metagenome,hcaD,0.824060556
Bacteria;Under 2% of Population,9,Metagenome,hcaD,0.724120406
Bacteria;Under 2% of Population,9.5,Metagenome,hcaD,1.284868444
Bacteria;Under 2% of Population,10,Metagenome,hcaD,1.266301922
Bacteria;Under 2% of Population,11,Metagenome,hcaD,0.430702867
Bacteria;Under 2% of Population,12,Metagenome,hcaD,0.674387203
Bacteria;Under 2% of Population,12.5,Metagenome,hcaD,2.083082568
Bacteria;Under 2% of Population,13,Metagenome,hcaD,0.369241758
Bacteria;Under 2% of Population,13.5,Metagenome,hcaD,0.804914721
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1,Metagenome,hcaD,41.71418194
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,2,Metagenome,hcaD,51.48101095
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,3,Metagenome,hcaD,14.55161121
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,4,Metagenome,hcaD,26.01405056
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5,Metagenome,hcaD,33.4573807
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5.5,Metagenome,hcaD,31.54988297
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,6,Metagenome,hcaD,27.70658082
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,7,Metagenome,hcaD,12.87129973
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9,Metagenome,hcaD,32.17848613
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9.5,Metagenome,hcaD,63.90854795
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,10,Metagenome,hcaD,28.95141889
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,11,Metagenome,hcaD,20.29226848
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12,Metagenome,hcaD,23.53012131
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12.5,Metagenome,hcaD,22.96622705
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13,Metagenome,hcaD,32.76514056
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13.5,Metagenome,hcaD,53.39309926
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,1,Metagenome,hcaD,1.737592972
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,2,Metagenome,hcaD,2.04912913
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,3,Metagenome,hcaD,0.314899173
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,4,Metagenome,hcaD,0.885902711
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,5,Metagenome,hcaD,1.51327963
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,5.5,Metagenome,hcaD,0.498248015
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,6,Metagenome,hcaD,0.993430801
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,7,Metagenome,hcaD,0.664486204
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,9,Metagenome,hcaD,1.212256651
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,9.5,Metagenome,hcaD,3.72633258
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,10,Metagenome,hcaD,0.950285872
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,11,Metagenome,hcaD,0.947459733
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,12,Metagenome,hcaD,1.01233675
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,12.5,Metagenome,hcaD,0.805891529
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,13,Metagenome,hcaD,1.341164649
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,13.5,Metagenome,hcaD,2.820776795
Bacteria;Under 2% of Population,1,Metagenome,hcaD,1.798797057
Bacteria;Under 2% of Population,2,Metagenome,hcaD,1.729620053
Bacteria;Under 2% of Population,3,Metagenome,hcaD,0
Bacteria;Under 2% of Population,4,Metagenome,hcaD,0.12982675
Bacteria;Under 2% of Population,5,Metagenome,hcaD,0.234401287
Bacteria;Under 2% of Population,5.5,Metagenome,hcaD,0.131328631
Bacteria;Under 2% of Population,6,Metagenome,hcaD,0
Bacteria;Under 2% of Population,7,Metagenome,hcaD,0.35436385
Bacteria;Under 2% of Population,9,Metagenome,hcaD,0.261251663
Bacteria;Under 2% of Population,9.5,Metagenome,hcaD,1.491356805
Bacteria;Under 2% of Population,10,Metagenome,hcaD,0.418536452
Bacteria;Under 2% of Population,11,Metagenome,hcaD,0
Bacteria;Under 2% of Population,12,Metagenome,hcaD,0
Bacteria;Under 2% of Population,12.5,Metagenome,hcaD,0.386662625
Bacteria;Under 2% of Population,13,Metagenome,hcaD,1.029226499
Bacteria;Under 2% of Population,13.5,Metagenome,hcaD,1.271245096
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,1,Metagenome,hcaD,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,2,Metagenome,hcaD,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,3,Metagenome,hcaD,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,4,Metagenome,hcaD,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,5,Metagenome,hcaD,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,5.5,Metagenome,hcaD,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,6,Metagenome,hcaD,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,7,Metagenome,hcaD,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,9,Metagenome,hcaD,0.639314438
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,9.5,Metagenome,hcaD,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,10,Metagenome,hcaD,1.498458564
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,11,Metagenome,hcaD,2.480468436
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,12,Metagenome,hcaD,4.965244601
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,12.5,Metagenome,hcaD,2.500114125
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,13,Metagenome,hcaD,12.31519442
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,13.5,Metagenome,hcaD,3.936521005
Bacteria;Under 2% of Population,1,Metagenome,hcaD,0.497558368
